source_counterparty_id,relationship_type,target_id,metric
CP-01386,TransactedWith,CP-01403,101386
CP-01386,UltimateBeneficialOwner,P-00186,1
CP-01387,TransactedWith,CP-01404,101387
CP-01387,UltimateBeneficialOwner,P-00187,1
CP-01388,TransactedWith,CP-01405,101388
CP-01388,UltimateBeneficialOwner,P-00188,1
CP-01389,TransactedWith,CP-01406,101389
CP-01389,UltimateBeneficialOwner,P-00189,1
CP-01390,TransactedWith,CP-01407,101390
CP-01390,UltimateBeneficialOwner,P-00190,1
CP-01391,TransactedWith,CP-01408,101391
CP-01391,UltimateBeneficialOwner,P-00191,1
CP-01392,TransactedWith,CP-01409,101392
CP-01392,UltimateBeneficialOwner,P-00192,1
CP-01393,TransactedWith,CP-01410,101393
CP-01393,UltimateBeneficialOwner,P-00193,1
CP-01394,TransactedWith,CP-01411,101394
CP-01394,UltimateBeneficialOwner,P-00194,1
CP-01395,TransactedWith,CP-01412,101395
CP-01395,UltimateBeneficialOwner,P-00195,1
CP-01396,TransactedWith,CP-01413,101396
CP-01396,UltimateBeneficialOwner,P-00196,1
CP-01397,TransactedWith,CP-01414,101397
CP-01397,UltimateBeneficialOwner,P-00197,1
CP-01398,TransactedWith,CP-01415,101398
CP-01398,UltimateBeneficialOwner,P-00198,1
CP-01399,TransactedWith,CP-01416,101399
CP-01399,UltimateBeneficialOwner,P-00199,1
CP-01400,TransactedWith,CP-01417,101400
CP-01400,UltimateBeneficialOwner,P-00200,1
CP-01401,TransactedWith,CP-01418,101401
CP-01401,UltimateBeneficialOwner,P-00201,1
CP-01402,TransactedWith,CP-01419,101402
CP-01402,UltimateBeneficialOwner,P-00202,1
CP-01403,TransactedWith,CP-01420,101403
CP-01403,UltimateBeneficialOwner,P-00203,1
CP-01404,TransactedWith,CP-01421,101404
CP-01404,UltimateBeneficialOwner,P-00204,1
CP-01405,TransactedWith,CP-01422,101405
CP-01405,UltimateBeneficialOwner,P-00205,1
CP-01406,TransactedWith,CP-01423,101406
CP-01406,UltimateBeneficialOwner,P-00206,1
CP-01407,TransactedWith,CP-01424,101407
CP-01407,UltimateBeneficialOwner,P-00207,1
CP-01408,TransactedWith,CP-01425,101408
CP-01408,UltimateBeneficialOwner,P-00208,1
CP-01409,TransactedWith,CP-01426,101409
CP-01409,UltimateBeneficialOwner,P-00209,1
CP-01410,TransactedWith,CP-01427,101410
CP-01410,UltimateBeneficialOwner,P-00210,1
CP-01411,TransactedWith,CP-01428,101411
CP-01411,UltimateBeneficialOwner,P-00211,1
CP-01412,TransactedWith,CP-01429,101412
CP-01412,UltimateBeneficialOwner,P-00212,1
CP-01413,TransactedWith,CP-01430,101413
CP-01413,UltimateBeneficialOwner,P-00213,1
CP-01414,TransactedWith,CP-01431,101414
CP-01414,UltimateBeneficialOwner,P-00214,1
CP-01415,TransactedWith,CP-01432,101415
CP-01415,UltimateBeneficialOwner,P-00215,1
CP-01416,TransactedWith,CP-01433,101416
CP-01416,UltimateBeneficialOwner,P-00216,1
CP-01417,TransactedWith,CP-01434,101417
CP-01417,UltimateBeneficialOwner,P-00217,1
CP-01418,TransactedWith,CP-01435,101418
CP-01418,UltimateBeneficialOwner,P-00218,1
CP-01419,TransactedWith,CP-01436,101419
CP-01419,UltimateBeneficialOwner,P-00219,1
CP-01420,TransactedWith,CP-01437,101420
CP-01420,UltimateBeneficialOwner,P-00220,1
CP-01421,TransactedWith,CP-01438,101421
CP-01421,UltimateBeneficialOwner,P-00221,1
CP-01422,TransactedWith,CP-01439,101422
CP-01422,UltimateBeneficialOwner,P-00222,1
CP-01423,TransactedWith,CP-01440,101423
CP-01423,UltimateBeneficialOwner,P-00223,1
CP-01424,TransactedWith,CP-01441,101424
CP-01424,UltimateBeneficialOwner,P-00224,1
CP-01425,TransactedWith,CP-01442,101425
CP-01425,UltimateBeneficialOwner,P-00225,1
CP-01426,TransactedWith,CP-01443,101426
CP-01426,UltimateBeneficialOwner,P-00226,1
CP-01427,TransactedWith,CP-01444,101427
CP-01427,UltimateBeneficialOwner,P-00227,1
CP-01428,TransactedWith,CP-01445,101428
CP-01428,UltimateBeneficialOwner,P-00228,1
CP-01429,TransactedWith,CP-01446,101429
CP-01429,UltimateBeneficialOwner,P-00229,1
CP-01430,TransactedWith,CP-01447,101430
CP-01430,UltimateBeneficialOwner,P-00230,1
CP-01431,TransactedWith,CP-01448,101431
CP-01431,UltimateBeneficialOwner,P-00231,1
CP-01432,TransactedWith,CP-01449,101432
CP-01432,UltimateBeneficialOwner,P-00232,1
CP-01433,TransactedWith,CP-01450,101433
CP-01433,UltimateBeneficialOwner,P-00233,1
CP-01434,TransactedWith,CP-01451,101434
CP-01434,UltimateBeneficialOwner,P-00234,1
CP-01435,TransactedWith,CP-01452,101435
CP-01435,UltimateBeneficialOwner,P-00235,1
CP-01436,TransactedWith,CP-01453,101436
CP-01436,UltimateBeneficialOwner,P-00236,1
CP-01437,TransactedWith,CP-01454,101437
CP-01437,UltimateBeneficialOwner,P-00237,1
CP-01438,TransactedWith,CP-01455,101438
CP-01438,UltimateBeneficialOwner,P-00238,1
CP-01439,TransactedWith,CP-01456,101439
CP-01439,UltimateBeneficialOwner,P-00239,1
CP-01440,TransactedWith,CP-01457,101440
CP-01440,UltimateBeneficialOwner,P-00240,1
CP-01441,TransactedWith,CP-01458,101441
CP-01441,UltimateBeneficialOwner,P-00241,1
CP-01442,TransactedWith,CP-01459,101442
CP-01442,UltimateBeneficialOwner,P-00242,1
CP-01443,TransactedWith,CP-01460,101443
CP-01443,UltimateBeneficialOwner,P-00243,1
CP-01444,TransactedWith,CP-01461,101444
CP-01444,UltimateBeneficialOwner,P-00244,1
CP-01445,TransactedWith,CP-01462,101445
CP-01445,UltimateBeneficialOwner,P-00245,1
CP-01446,TransactedWith,CP-01463,101446
CP-01446,UltimateBeneficialOwner,P-00246,1
CP-01447,TransactedWith,CP-01464,101447
CP-01447,UltimateBeneficialOwner,P-00247,1
CP-01448,TransactedWith,CP-01465,101448
CP-01448,UltimateBeneficialOwner,P-00248,1
CP-01449,TransactedWith,CP-01466,101449
CP-01449,UltimateBeneficialOwner,P-00249,1
CP-01450,TransactedWith,CP-01467,101450
CP-01450,UltimateBeneficialOwner,P-00250,1
CP-01451,TransactedWith,CP-01468,101451
CP-01451,UltimateBeneficialOwner,P-00251,1
CP-01452,TransactedWith,CP-01469,101452
CP-01452,UltimateBeneficialOwner,P-00252,1
CP-01453,TransactedWith,CP-01470,101453
CP-01453,UltimateBeneficialOwner,P-00253,1
CP-01454,TransactedWith,CP-01471,101454
CP-01454,UltimateBeneficialOwner,P-00254,1
CP-01455,TransactedWith,CP-01472,101455
CP-01455,UltimateBeneficialOwner,P-00255,1
CP-01456,TransactedWith,CP-01473,101456
CP-01456,UltimateBeneficialOwner,P-00256,1
CP-01457,TransactedWith,CP-01474,101457
CP-01457,UltimateBeneficialOwner,P-00257,1
CP-01458,TransactedWith,CP-01475,101458
CP-01458,UltimateBeneficialOwner,P-00258,1
CP-01459,TransactedWith,CP-01476,101459
CP-01459,UltimateBeneficialOwner,P-00259,1
CP-01460,TransactedWith,CP-01477,101460
CP-01460,UltimateBeneficialOwner,P-00260,1
CP-01461,TransactedWith,CP-01478,101461
CP-01461,UltimateBeneficialOwner,P-00261,1
CP-01462,TransactedWith,CP-01479,101462
CP-01462,UltimateBeneficialOwner,P-00262,1
CP-01463,TransactedWith,CP-01480,101463
CP-01463,UltimateBeneficialOwner,P-00263,1
CP-01464,TransactedWith,CP-01481,101464
CP-01464,UltimateBeneficialOwner,P-00264,1
CP-01465,TransactedWith,CP-01482,101465
CP-01465,UltimateBeneficialOwner,P-00265,1
CP-01466,TransactedWith,CP-01483,101466
CP-01466,UltimateBeneficialOwner,P-00266,1
CP-01467,TransactedWith,CP-01484,101467
CP-01467,UltimateBeneficialOwner,P-00267,1
CP-01468,TransactedWith,CP-01485,101468
CP-01468,UltimateBeneficialOwner,P-00268,1
CP-01469,TransactedWith,CP-01486,101469
CP-01469,UltimateBeneficialOwner,P-00269,1
CP-01470,TransactedWith,CP-01487,101470
CP-01470,UltimateBeneficialOwner,P-00270,1
CP-01471,TransactedWith,CP-01488,101471
CP-01471,UltimateBeneficialOwner,P-00271,1
CP-01472,TransactedWith,CP-01489,101472
CP-01472,UltimateBeneficialOwner,P-00272,1
CP-01473,TransactedWith,CP-01490,101473
CP-01473,UltimateBeneficialOwner,P-00273,1
CP-01474,TransactedWith,CP-01491,101474
CP-01474,UltimateBeneficialOwner,P-00274,1
CP-01475,TransactedWith,CP-01492,101475
CP-01475,UltimateBeneficialOwner,P-00275,1
CP-01476,TransactedWith,CP-01493,101476
CP-01476,UltimateBeneficialOwner,P-00276,1
CP-01477,TransactedWith,CP-01494,101477
CP-01477,UltimateBeneficialOwner,P-00277,1
CP-01478,TransactedWith,CP-01495,101478
CP-01478,UltimateBeneficialOwner,P-00278,1
CP-01479,TransactedWith,CP-01496,101479
CP-01479,UltimateBeneficialOwner,P-00279,1
CP-01480,TransactedWith,CP-01497,101480
CP-01480,UltimateBeneficialOwner,P-00280,1
CP-01481,TransactedWith,CP-01498,101481
CP-01481,UltimateBeneficialOwner,P-00281,1
CP-01482,TransactedWith,CP-01499,101482
CP-01482,UltimateBeneficialOwner,P-00282,1
CP-01483,TransactedWith,CP-01500,101483
CP-01483,UltimateBeneficialOwner,P-00283,1
CP-01484,TransactedWith,CP-01501,101484
CP-01484,UltimateBeneficialOwner,P-00284,1
CP-01485,TransactedWith,CP-01502,101485
CP-01485,UltimateBeneficialOwner,P-00285,1
CP-01486,TransactedWith,CP-01503,101486
CP-01486,UltimateBeneficialOwner,P-00286,1
CP-01487,TransactedWith,CP-01504,101487
CP-01487,UltimateBeneficialOwner,P-00287,1
CP-01488,TransactedWith,CP-01505,101488
CP-01488,UltimateBeneficialOwner,P-00288,1
CP-01489,TransactedWith,CP-01506,101489
CP-01489,UltimateBeneficialOwner,P-00289,1
CP-01490,TransactedWith,CP-01507,101490
CP-01490,UltimateBeneficialOwner,P-00290,1
CP-01491,TransactedWith,CP-01508,101491
CP-01491,UltimateBeneficialOwner,P-00291,1
CP-01492,TransactedWith,CP-01509,101492
CP-01492,UltimateBeneficialOwner,P-00292,1
CP-01493,TransactedWith,CP-01510,101493
CP-01493,UltimateBeneficialOwner,P-00293,1
CP-01494,TransactedWith,CP-01511,101494
CP-01494,UltimateBeneficialOwner,P-00294,1
CP-01495,TransactedWith,CP-01512,101495
CP-01495,UltimateBeneficialOwner,P-00295,1
CP-01496,TransactedWith,CP-01513,101496
CP-01496,UltimateBeneficialOwner,P-00296,1
CP-01497,TransactedWith,CP-01514,101497
CP-01497,UltimateBeneficialOwner,P-00297,1
CP-01498,TransactedWith,CP-01515,101498
CP-01498,UltimateBeneficialOwner,P-00298,1
CP-01499,TransactedWith,CP-01516,101499
CP-01499,UltimateBeneficialOwner,P-00299,1
CP-01500,TransactedWith,CP-01517,101500
CP-01500,UltimateBeneficialOwner,P-00300,1
CP-01501,TransactedWith,CP-01518,101501
CP-01501,UltimateBeneficialOwner,P-00301,1
CP-01502,TransactedWith,CP-01519,101502
CP-01502,UltimateBeneficialOwner,P-00302,1
CP-01503,TransactedWith,CP-01520,101503
CP-01503,UltimateBeneficialOwner,P-00303,1
CP-01504,TransactedWith,CP-01521,101504
CP-01504,UltimateBeneficialOwner,P-00304,1
CP-01505,TransactedWith,CP-01522,101505
CP-01505,UltimateBeneficialOwner,P-00305,1
CP-01506,TransactedWith,CP-01523,101506
CP-01506,UltimateBeneficialOwner,P-00306,1
CP-01507,TransactedWith,CP-01524,101507
CP-01507,UltimateBeneficialOwner,P-00307,1
CP-01508,TransactedWith,CP-01525,101508
CP-01508,UltimateBeneficialOwner,P-00308,1
CP-01509,TransactedWith,CP-01526,101509
CP-01509,UltimateBeneficialOwner,P-00309,1
CP-01510,TransactedWith,CP-01527,101510
CP-01510,UltimateBeneficialOwner,P-00310,1
CP-01511,TransactedWith,CP-01528,101511
CP-01511,UltimateBeneficialOwner,P-00311,1
CP-01512,TransactedWith,CP-01529,101512
CP-01512,UltimateBeneficialOwner,P-00312,1
CP-01513,TransactedWith,CP-01530,101513
CP-01513,UltimateBeneficialOwner,P-00313,1
CP-01514,TransactedWith,CP-01531,101514
CP-01514,UltimateBeneficialOwner,P-00314,1
CP-01515,TransactedWith,CP-01532,101515
CP-01515,UltimateBeneficialOwner,P-00315,1
CP-01516,TransactedWith,CP-01533,101516
CP-01516,UltimateBeneficialOwner,P-00316,1
CP-01517,TransactedWith,CP-01534,101517
CP-01517,UltimateBeneficialOwner,P-00317,1
CP-01518,TransactedWith,CP-01535,101518
CP-01518,UltimateBeneficialOwner,P-00318,1
CP-01519,TransactedWith,CP-01536,101519
CP-01519,UltimateBeneficialOwner,P-00319,1
CP-01520,TransactedWith,CP-01537,101520
CP-01520,UltimateBeneficialOwner,P-00320,1
CP-01521,TransactedWith,CP-01538,101521
CP-01521,UltimateBeneficialOwner,P-00321,1
CP-01522,TransactedWith,CP-01539,101522
CP-01522,UltimateBeneficialOwner,P-00322,1
CP-01523,TransactedWith,CP-01540,101523
CP-01523,UltimateBeneficialOwner,P-00323,1
CP-01524,TransactedWith,CP-01541,101524
CP-01524,UltimateBeneficialOwner,P-00324,1
CP-01525,TransactedWith,CP-01542,101525
CP-01525,UltimateBeneficialOwner,P-00325,1
CP-01526,TransactedWith,CP-01543,101526
CP-01526,UltimateBeneficialOwner,P-00326,1
CP-01527,TransactedWith,CP-01544,101527
CP-01527,UltimateBeneficialOwner,P-00327,1
CP-01528,TransactedWith,CP-01545,101528
CP-01528,UltimateBeneficialOwner,P-00328,1
CP-01529,TransactedWith,CP-01546,101529
CP-01529,UltimateBeneficialOwner,P-00329,1
CP-01530,TransactedWith,CP-01547,101530
CP-01530,UltimateBeneficialOwner,P-00330,1
CP-01531,TransactedWith,CP-01548,101531
CP-01531,UltimateBeneficialOwner,P-00331,1
CP-01532,TransactedWith,CP-01549,101532
CP-01532,UltimateBeneficialOwner,P-00332,1
CP-01533,TransactedWith,CP-01550,101533
CP-01533,UltimateBeneficialOwner,P-00333,1
CP-01534,TransactedWith,CP-01551,101534
CP-01534,UltimateBeneficialOwner,P-00334,1
CP-01535,TransactedWith,CP-01552,101535
CP-01535,UltimateBeneficialOwner,P-00335,1
CP-01536,TransactedWith,CP-01553,101536
CP-01536,UltimateBeneficialOwner,P-00336,1
CP-01537,TransactedWith,CP-01554,101537
CP-01537,UltimateBeneficialOwner,P-00337,1
CP-01538,TransactedWith,CP-01555,101538
CP-01538,UltimateBeneficialOwner,P-00338,1
CP-01539,TransactedWith,CP-01556,101539
CP-01539,UltimateBeneficialOwner,P-00339,1
CP-01540,TransactedWith,CP-01557,101540
CP-01540,UltimateBeneficialOwner,P-00340,1
CP-01541,TransactedWith,CP-01558,101541
CP-01541,UltimateBeneficialOwner,P-00341,1
CP-01542,TransactedWith,CP-01559,101542
CP-01542,UltimateBeneficialOwner,P-00342,1
CP-01543,TransactedWith,CP-01560,101543
CP-01543,UltimateBeneficialOwner,P-00343,1
CP-01544,TransactedWith,CP-01561,101544
CP-01544,UltimateBeneficialOwner,P-00344,1
CP-01545,TransactedWith,CP-01562,101545
CP-01545,UltimateBeneficialOwner,P-00345,1
CP-01546,TransactedWith,CP-01563,101546
CP-01546,UltimateBeneficialOwner,P-00346,1
CP-01547,TransactedWith,CP-01564,101547
CP-01547,UltimateBeneficialOwner,P-00347,1
CP-01548,TransactedWith,CP-01565,101548
CP-01548,UltimateBeneficialOwner,P-00348,1
CP-01549,TransactedWith,CP-01566,101549
CP-01549,UltimateBeneficialOwner,P-00349,1
CP-01550,TransactedWith,CP-01567,101550
CP-01550,UltimateBeneficialOwner,P-00350,1
CP-01551,TransactedWith,CP-01568,101551
CP-01551,UltimateBeneficialOwner,P-00351,1
CP-01552,TransactedWith,CP-01569,101552
CP-01552,UltimateBeneficialOwner,P-00352,1
CP-01553,TransactedWith,CP-01570,101553
CP-01553,UltimateBeneficialOwner,P-00353,1
CP-01554,TransactedWith,CP-01571,101554
CP-01554,UltimateBeneficialOwner,P-00354,1
CP-01555,TransactedWith,CP-01572,101555
CP-01555,UltimateBeneficialOwner,P-00355,1
CP-01556,TransactedWith,CP-01573,101556
CP-01556,UltimateBeneficialOwner,P-00356,1
CP-01557,TransactedWith,CP-01574,101557
CP-01557,UltimateBeneficialOwner,P-00357,1
CP-01558,TransactedWith,CP-01575,101558
CP-01558,UltimateBeneficialOwner,P-00358,1
CP-01559,TransactedWith,CP-01576,101559
CP-01559,UltimateBeneficialOwner,P-00359,1
CP-01560,TransactedWith,CP-01577,101560
CP-01560,UltimateBeneficialOwner,P-00360,1
CP-01561,TransactedWith,CP-01578,101561
CP-01561,UltimateBeneficialOwner,P-00361,1
CP-01562,TransactedWith,CP-01579,101562
CP-01562,UltimateBeneficialOwner,P-00362,1
CP-01563,TransactedWith,CP-01580,101563
CP-01563,UltimateBeneficialOwner,P-00363,1
CP-01564,TransactedWith,CP-01581,101564
CP-01564,UltimateBeneficialOwner,P-00364,1
CP-01565,TransactedWith,CP-01582,101565
CP-01565,UltimateBeneficialOwner,P-00365,1
CP-01566,TransactedWith,CP-01583,101566
CP-01566,UltimateBeneficialOwner,P-00366,1
CP-01567,TransactedWith,CP-01584,101567
CP-01567,UltimateBeneficialOwner,P-00367,1
CP-01568,TransactedWith,CP-01585,101568
CP-01568,UltimateBeneficialOwner,P-00368,1
CP-01569,TransactedWith,CP-01586,101569
CP-01569,UltimateBeneficialOwner,P-00369,1
CP-01570,TransactedWith,CP-01587,101570
CP-01570,UltimateBeneficialOwner,P-00370,1
CP-01571,TransactedWith,CP-01588,101571
CP-01571,UltimateBeneficialOwner,P-00371,1
CP-01572,TransactedWith,CP-01589,101572
CP-01572,UltimateBeneficialOwner,P-00372,1
CP-01573,TransactedWith,CP-01590,101573
CP-01573,UltimateBeneficialOwner,P-00373,1
CP-01574,TransactedWith,CP-01591,101574
CP-01574,UltimateBeneficialOwner,P-00374,1
CP-01575,TransactedWith,CP-01592,101575
CP-01575,UltimateBeneficialOwner,P-00375,1
CP-01576,TransactedWith,CP-01593,101576
CP-01576,UltimateBeneficialOwner,P-00376,1
CP-01577,TransactedWith,CP-01594,101577
CP-01577,UltimateBeneficialOwner,P-00377,1
CP-01578,TransactedWith,CP-01595,101578
CP-01578,UltimateBeneficialOwner,P-00378,1
CP-01579,TransactedWith,CP-01596,101579
CP-01579,UltimateBeneficialOwner,P-00379,1
CP-01580,TransactedWith,CP-01597,101580
CP-01580,UltimateBeneficialOwner,P-00380,1
CP-01581,TransactedWith,CP-01598,101581
CP-01581,UltimateBeneficialOwner,P-00381,1
CP-01582,TransactedWith,CP-01599,101582
CP-01582,UltimateBeneficialOwner,P-00382,1
CP-01583,TransactedWith,CP-01600,101583
CP-01583,UltimateBeneficialOwner,P-00383,1
CP-01584,TransactedWith,CP-01601,101584
CP-01584,UltimateBeneficialOwner,P-00384,1
CP-01585,TransactedWith,CP-01602,101585
CP-01585,UltimateBeneficialOwner,P-00385,1
CP-01586,TransactedWith,CP-01603,101586
CP-01586,UltimateBeneficialOwner,P-00386,1
CP-01587,TransactedWith,CP-01604,101587
CP-01587,UltimateBeneficialOwner,P-00387,1
CP-01588,TransactedWith,CP-01605,101588
CP-01588,UltimateBeneficialOwner,P-00388,1
CP-01589,TransactedWith,CP-01606,101589
CP-01589,UltimateBeneficialOwner,P-00389,1
CP-01590,TransactedWith,CP-01607,101590
CP-01590,UltimateBeneficialOwner,P-00390,1
CP-01591,TransactedWith,CP-01608,101591
CP-01591,UltimateBeneficialOwner,P-00391,1
CP-01592,TransactedWith,CP-01609,101592
CP-01592,UltimateBeneficialOwner,P-00392,1
CP-01593,TransactedWith,CP-01610,101593
CP-01593,UltimateBeneficialOwner,P-00393,1
CP-01594,TransactedWith,CP-01611,101594
CP-01594,UltimateBeneficialOwner,P-00394,1
CP-01595,TransactedWith,CP-01612,101595
CP-01595,UltimateBeneficialOwner,P-00395,1
CP-01596,TransactedWith,CP-01613,101596
CP-01596,UltimateBeneficialOwner,P-00396,1
CP-01597,TransactedWith,CP-01614,101597
CP-01597,UltimateBeneficialOwner,P-00397,1
CP-01598,TransactedWith,CP-01615,101598
CP-01598,UltimateBeneficialOwner,P-00398,1
CP-01599,TransactedWith,CP-01616,101599
CP-01599,UltimateBeneficialOwner,P-00399,1
CP-01600,TransactedWith,CP-01617,101600
CP-01600,UltimateBeneficialOwner,P-00400,1
CP-01601,TransactedWith,CP-01618,101601
CP-01601,UltimateBeneficialOwner,P-00401,1
CP-01602,TransactedWith,CP-01619,101602
CP-01602,UltimateBeneficialOwner,P-00402,1
CP-01603,TransactedWith,CP-01620,101603
CP-01603,UltimateBeneficialOwner,P-00403,1
CP-01604,TransactedWith,CP-01621,101604
CP-01604,UltimateBeneficialOwner,P-00404,1
CP-01605,TransactedWith,CP-01622,101605
CP-01605,UltimateBeneficialOwner,P-00405,1
CP-01606,TransactedWith,CP-01623,101606
CP-01606,UltimateBeneficialOwner,P-00406,1
CP-01607,TransactedWith,CP-01624,101607
CP-01607,UltimateBeneficialOwner,P-00407,1
CP-01608,TransactedWith,CP-01625,101608
CP-01608,UltimateBeneficialOwner,P-00408,1
CP-01609,TransactedWith,CP-01626,101609
CP-01609,UltimateBeneficialOwner,P-00409,1
CP-01610,TransactedWith,CP-01627,101610
CP-01610,UltimateBeneficialOwner,P-00410,1
CP-01611,TransactedWith,CP-01628,101611
CP-01611,UltimateBeneficialOwner,P-00411,1
CP-01612,TransactedWith,CP-01629,101612
CP-01612,UltimateBeneficialOwner,P-00412,1
CP-01613,TransactedWith,CP-01630,101613
CP-01613,UltimateBeneficialOwner,P-00413,1
CP-01614,TransactedWith,CP-01631,101614
CP-01614,UltimateBeneficialOwner,P-00414,1
CP-01615,TransactedWith,CP-01632,101615
CP-01615,UltimateBeneficialOwner,P-00415,1
CP-01616,TransactedWith,CP-01633,101616
CP-01616,UltimateBeneficialOwner,P-00416,1
CP-01617,TransactedWith,CP-01634,101617
CP-01617,UltimateBeneficialOwner,P-00417,1
CP-01618,TransactedWith,CP-01635,101618
CP-01618,UltimateBeneficialOwner,P-00418,1
CP-01619,TransactedWith,CP-01636,101619
CP-01619,UltimateBeneficialOwner,P-00419,1
CP-01620,TransactedWith,CP-01637,101620
CP-01620,UltimateBeneficialOwner,P-00420,1
CP-01621,TransactedWith,CP-01638,101621
CP-01621,UltimateBeneficialOwner,P-00421,1
CP-01622,TransactedWith,CP-01639,101622
CP-01622,UltimateBeneficialOwner,P-00422,1
CP-01623,TransactedWith,CP-01640,101623
CP-01623,UltimateBeneficialOwner,P-00423,1
CP-01624,TransactedWith,CP-01641,101624
